0,0,0,0
0,0.000236901,-0.001281974,-0.001467244
0.0005,0.000473801,-0.002563938,-0.002934406
0.001,0.000710699,-0.003845892,-0.004401487
0.0014,0.00175279,-0.009485043,-0.010854194
0.0035,0.002794857,-0.015124002,-0.017305332
0.0056,0.003836899,-0.020762769,-0.023754877
0.0077,0.004878915,-0.02640134,-0.03020282
0.0098,0.008553234,-0.046283398,-0.052927778
0.0172,0.012227237,-0.066163033,-0.075632818
0.0246,0.015900927,-0.086040244,-0.098317956
0.032,0.019574301,-0.105915032,-0.120983207
0.0394,0.032452474,-0.175586684,-0.200301842
0.0653,0.045326777,-0.245228555,-0.279376839
0.0913,0.049664715,-0.268692072,-0.30597138
0.1,0.063222744,-0.263427757,-0.315368092
0.1041,0.076780149,-0.258163786,-0.324760368
0.1082,0.090336915,-0.252900168,-0.334148117
0.1122,0.145441796,-0.231505872,-0.372267957
0.1288,0.200536344,-0.21011728,-0.410314624
0.1454,0.255620387,-0.188734489,-0.448287001
0.1619,0.310693865,-0.167357532,-0.486184782
0.1785,0.382079291,-0.139651617,-0.53520721
0.2,0.372150349,-0.131621219,-0.535047869
0.2083,0.362222337,-0.12359189,-0.534888636
0.2166,0.352295272,-0.115563653,-0.534729514
0.2248,0.309403473,-0.080879575,-0.534043017
0.2606,0.266529057,-0.046215492,-0.533358541
0.2964,0.262194413,-0.042711253,-0.533289437
0.3,0.268664402,-0.050759826,-0.53422222
0.3036,0.275134127,-0.05880793,-0.535154604
0.3072,0.281603582,-0.066855556,-0.536086581
0.3109,0.316970922,-0.110848099,-0.541175392
0.3306,0.3523303,-0.15482655,-0.54625224
0.3504,0.387681615,-0.198790735,-0.551316998
0.3702,0.423024835,-0.242740597,-0.556369641
0.39,0.440942096,-0.265019371,-0.558926896
0.4,0.443261537,-0.251515203,-0.54364858
0.4086,0.445580751,-0.238012911,-0.52838548
0.4173,0.447899734,-0.224512536,-0.513137901
0.4259,0.457594038,-0.168081137,-0.449537502
0.4621,0.467761994,-0.108903058,-0.383086739
0.5,0.461848018,-0.09090277,-0.390822857
0.5108,0.455934767,-0.072905618,-0.398549239
0.5217,0.451017444,-0.057940281,-0.404967926
0.5307,0.446100637,-0.042977177,-0.411379695
0.5397,0.441184343,-0.028016295,-0.417784578
0.5487,0.420397219,0.035234693,-0.444802218
0.5868,0.413186572,0.057172572,-0.454149186
0.6,0.404788981,0.033426403,-0.466966844
0.6065,0.396392009,0.009682728,-0.47977481
0.6131,0.38799567,-0.014058404,-0.492572884
0.6196,0.355165605,-0.106880576,-0.542534665
0.6451,0.322345011,-0.199664655,-0.592348799
0.6706,0.289534051,-0.292409982,-0.642013071
0.6961,0.284576033,-0.306423594,-0.649505966
0.7,0.285304227,-0.304458597,-0.634688902
0.7039,0.286032389,-0.302493722,-0.619878434
0.7077,0.286760519,-0.300528971,-0.605074701
0.7116,0.292570524,-0.284852806,-0.487159455
0.7424,0.298378482,-0.269184492,-0.369667916
0.7731,0.303444661,-0.255519214,-0.267496066
0.8,0.315278424,-0.258672445,-0.253652926
0.8148,0.327110211,-0.261824926,-0.239833356
0.8296,0.338939978,-0.26497664,-0.226037814
0.8443,0.383481154,-0.276841506,-0.174274223
0.9,0.388646783,-0.287541486,-0.125358114
0.9149,0.393811543,-0.298238903,-0.076526114
0.9298,0.398975415,-0.308933702,-0.027779856
0.9447,0.418156711,-0.348653435,0.152665724
1,0.426204344,-0.380229978,0.204771523
1.0114,0.434250941,-0.411800742,0.256808803
1.0227,0.442296482,-0.443365609,0.308776205
1.0341,0.478768671,-0.58643545,0.543618436
1.0857,0.488872522,-0.626063778,0.608455774
1.1,0.498686043,-0.597670178,0.562116593
1.1143,0.508497978,-0.569283101,0.515853791
1.1286,0.518308294,-0.540902686,0.469668858
1.1429,0.557491116,-0.42756838,0.285851995
1.2,0.554344377,-0.416444287,0.298447149
1.2158,0.551198198,-0.405323013,0.31101928
1.2315,0.548052592,-0.394204614,0.323567942
1.2473,0.53753594,-0.357038331,0.365381185
1.3,0.566467623,-0.325498049,0.350391721
1.3166,0.595393869,-0.293966198,0.335430915
1.3332,0.624314565,-0.262442952,0.32049932
1.3499,0.711494916,-0.167431367,0.275633053
1.4,0.697381187,-0.145150043,0.306331853
1.4194,0.683270548,-0.122875658,0.336961853
1.4387,0.669163064,-0.100608356,0.36752175
1.4581,0.638656673,-0.052463319,0.43341466
1.5,0.572637199,-0.039848341,0.473658005
1.5223,0.506634339,-0.02723788,0.513797639
1.5445,0.440648438,-0.014632028,0.553831629
1.5668,0.342228901,0.004167735,0.613392855
1.6,0.317467295,-0.042721206,0.566487005
1.6115,0.2927089,-0.089601499,0.519643213
1.6229,0.267953781,-0.136472965,0.472862708
1.6344,0.157258113,-0.346034712,0.264328414
1.6857,0.126391039,-0.404461192,0.206375366
1.7,0.159898811,-0.364607362,0.185249132
1.7133,0.193401555,-0.324762038,0.164155255
1.7265,0.226899166,-0.284925399,0.143094372
1.7398,0.378698789,-0.104429714,0.048001353
1.8,0.369533742,-0.1084606,0.057437122
1.8152,0.360370268,-0.1124905,0.066856314
1.8304,0.351208401,-0.116519395,0.076258608
1.8456,0.318404273,-0.130942619,0.109808819
1.9,0.299482844,-0.170514161,0.074091258
1.9141,0.280564431,-0.210076725,0.038431878
1.9282,0.261649098,-0.249630125,0.002831814
1.9423,0.184319476,-0.411305926,-0.142192863
2,0.170224144,-0.426797398,-0.084553325
2.012,0.156130729,-0.442285868,-0.026993949
2.0241,0.142039273,-0.457771275,0.030483683
2.0361,0.082181714,-0.523540584,0.273873248
2.0873,0.067292448,-0.53989791,0.334216833
2.1,0.05404262,-0.563319007,0.302622406
2.1127,0.0407947,-0.586735307,0.271074384
2.1255,0.027548725,-0.610146711,0.23957368
2.1382,-0.036748211,-0.723767958,0.087234376
